,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,run,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances,unique_chain_identifier,global_chain,BNC_KNN_trigramProb,BNC_KNN_unigramProb,WSJ_gt_unigramProb,WSJ_gt_trigramProb,WSJ_gt_5gramProb,WSJ_Roark_Negative.Log.Probability,biglm_probability,kenlm_probability,bllip_probability,bllip_wsj_probability,mikolov_wsj_probability,length_in_words,normalized_biglm_probability,normalized_WSJ_Roark_Negative.Log.Probability,normalized_BNC_KNN_unigramProb,normalized_BNC_KNN_trigramProb,normalized_kenlm_probability,normalized_bllip_probability,normalized_bllip_wsj_probability,normalized_mikolov_wsj_probability,normalized_WSJ_gt_unigramProb,normalized_WSJ_gt_trigramProb,normalized_WSJ_gt_5gramProb,initial_biglm_probability,initial_biglm_probability_rank,initial_biglm_probability_quartile,initial_WSJ_Roark_Negative.Log.Probability,initial_WSJ_Roark_Negative.Log.Probability_rank,initial_WSJ_Roark_Negative.Log.Probability_quartile,initial_BNC_KNN_unigramProb,initial_BNC_KNN_unigramProb_rank,initial_BNC_KNN_unigramProb_quartile,initial_BNC_KNN_trigramProb,initial_BNC_KNN_trigramProb_rank,initial_BNC_KNN_trigramProb_quartile,initial_kenlm_probability,initial_kenlm_probability_rank,initial_kenlm_probability_quartile,initial_bllip_probability,initial_bllip_probability_rank,initial_bllip_probability_quartile,initial_bllip_wsj_probability,initial_bllip_wsj_probability_rank,initial_bllip_wsj_probability_quartile,initial_mikolov_wsj_probability,initial_mikolov_wsj_probability_rank,initial_mikolov_wsj_probability_quartile,initial_WSJ_gt_unigramProb,initial_WSJ_gt_unigramProb_rank,initial_WSJ_gt_unigramProb_quartile,initial_WSJ_gt_trigramProb,initial_WSJ_gt_trigramProb_rank,initial_WSJ_gt_trigramProb_quartile,initial_WSJ_gt_5gramProb,initial_WSJ_gt_5gramProb_rank,initial_WSJ_gt_5gramProb_quartile,thread_id,chain_length
10,0,0.038461539894342416,647.0,cafe,none,each nonfiction book had twelve notches on its spine,each nonfiction book had twelve matches in its spine,0.05769230797886848,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,9.0,0.0,12,a575811edc0841b082724370f678d574,d2309e9d6bcc43cf9559553f83e0d299,each nonfiction book had twelve notches in its spine,each nonfiction book had twelve matches in its spine,0.05769230797886848,d2309e9d,1.0,180419_AMT_lengthLimitedGPU_0,0,-36.494256258010864,-36.67343783378601,-23.39406979084015,-23.180103838443756,-23.217497050762177,-32.0127148500525,-30.201276779174805,-33.88691532611847,-33.26913944179161,-35.363584569089134,-33.293113,9,-3.355697419908312,-3.5569683166724997,-4.074826425976223,-4.054917362001207,-3.765212814013163,-3.6965710490879564,-3.929287174343237,-3.6992347777777774,-2.5993410878711276,-2.5755670931604175,-2.579721894529131,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
11,0,0.557692289352417,837.0,cafe,none,Each nonfiction book had twelve notches in its spine,which nonfiction book would you want to read,0.5384615659713745,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,9.0,0.0,16,d2309e9d6bcc43cf9559553f83e0d299,e6760247169048e0b7cadc76964b404e,which non fiction book would you want to read,which nonfiction book would you want to read,0.02222222276031971,e6760247,9.0,180419_AMT_lengthLimitedGPU_0,0,-25.538384169340134,-29.36043667793274,-24.134090065956116,-22.507688850164413,-22.525207370519638,-28.076703960563325,-21.69907722994685,-23.71530456840992,-28.777889965076284,-36.416291108976225,-29.712303000000002,9,-2.4110085811052056,-3.119633773395925,-3.2622707419925265,-2.8375982410377927,-2.6350338409344354,-3.1975433294529205,-4.046254567664025,-3.3013670000000004,-2.6815655628840127,-2.5008543166849346,-2.5028008189466266,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
12,0,0.1111111119389534,1105.0,cafe,none,which non fiction book would you want to read,which nonfiction book would you lecterad,0.20000000298023224,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,9.0,0.0,18,e6760247169048e0b7cadc76964b404e,1cefe57bd04e4664a111ec51ceda6dd4,which nonfiction book would you like to read,which nonfiction book would you lecterad,0.13636364042758942,1cefe57b,3.0,180419_AMT_lengthLimitedGPU_0,0,-23.138978093862534,-26.42399501800537,-22.544224977493286,-22.93941354751587,-22.93941354751587,-25.6159914260995,-15.275488458573818,-17.796115413308144,-22.594192316180944,-30.17575056737365,-25.883146,8,-1.9094360573217273,-3.2019989282624377,-3.3029993772506714,-2.8923722617328167,-2.224514426663518,-2.824274039522618,-3.7719688209217064,-3.23539325,-2.8180281221866608,-2.8674266934394836,-2.8674266934394836,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
13,0,0.11363636702299118,614.0,cafe,none,which nonfiction book would you like to read,which should not fiction but be like to mean ,0.5111111402511597,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,8.0,0.0,19,1cefe57bd04e4664a111ec51ceda6dd4,a79de0dbbe7542d0ab5a7d1e95513ca9,which nonfiction book do you like to read,which should not fiction but be like to mean ,0.4888888895511627,a79de0db,1.0,180419_AMT_lengthLimitedGPU_0,0,-25.14032483100891,-26.38350009918213,-22.9027099609375,-21.48124063014984,-21.48124063014984,-24.960206758425592,-16.921535884961486,-18.94779545068741,-21.69855604574637,-27.7923472212272,-26.253553000000004,8,-2.1151919856201857,-3.120025844803199,-3.297937512397766,-3.142540603876114,-2.368474431335926,-2.712319505718296,-3.4740434026534,-3.2816941250000005,-2.8628387451171875,-2.68515507876873,-2.68515507876873,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
14,0,0.0476190485060215,779.0,cafe,none,Which nonfiction book do you like to read,which nonfiction book do you like to read,0.024390242993831638,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,8.0,0.0,20,a79de0dbbe7542d0ab5a7d1e95513ca9,f1f031c96dc64732afb95fe3643f804f,which non fiction book do you like to read,which nonfiction book do you like to read,0.02380952425301075,f1f031c9,2.0,180419_AMT_lengthLimitedGPU_0,0,-25.89906334877014,-28.891289710998535,-24.217594981193542,-22.994021892547607,-22.994021892547607,-27.768789172893918,-22.653093066066504,-24.11164039373398,-28.024551337434776,-35.586222514679115,-31.492167,9,-2.517010340674056,-3.085421019210435,-3.2101433012220593,-2.8776737054189048,-2.679071154859331,-3.113839037492753,-3.954024723853235,-3.4991296666666667,-2.6908438867992825,-2.5548913213941784,-2.5548913213941784,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
15,0,0.0,1015.0,cafe,none,which non fiction book do you like to read,which nonfiction but do you like tor,0.19047619402408603,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,9.0,0.0,21,f1f031c96dc64732afb95fe3643f804f,94b7b6b62b3d4e01a305f4505f8c4f9e,which non fiction book do you like to read,which nonfiction but do you like tor,0.19047619402408603,94b7b6b6,0.0,180419_AMT_lengthLimitedGPU_0,0,-25.89906334877014,-28.891289710998535,-24.217594981193542,-22.994021892547607,-22.994021892547607,-27.768789172893918,-22.653093066066504,-24.11164039373398,-28.024551337434776,-35.586222514679115,-31.492167,9,-2.517010340674056,-3.085421019210435,-3.2101433012220593,-2.8776737054189048,-2.679071154859331,-3.113839037492753,-3.954024723853235,-3.4991296666666667,-2.6908438867992825,-2.5548913213941784,-2.5548913213941784,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
16,0,0.0,394.0,cafe,none,which non fiction book do you like to read,which nonfiction book do you like to read,0.02380952425301075,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,9.0,0.0,23,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,which non fiction book do you like to read,which nonfiction book do you like to read,0.02380952425301075,7a6228b5,0.0,180419_AMT_lengthLimitedGPU_0,0,-25.89906334877014,-28.891289710998535,-24.217594981193542,-22.994021892547607,-22.994021892547607,-27.768789172893918,-22.653093066066504,-24.11164039373398,-28.024551337434776,-35.586222514679115,-31.492167,9,-2.517010340674056,-3.085421019210435,-3.2101433012220593,-2.8776737054189048,-2.679071154859331,-3.113839037492753,-3.954024723853235,-3.4991296666666667,-2.6908438867992825,-2.5548913213941784,-2.5548913213941784,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
17,0,0.02380952425301075,642.0,cafe,none,which non fiction book do you like to read,which nonfiction book do you like to read,0.02380952425301075,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,9.0,0.0,24,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,which non fiction book do you like to read,which nonfiction book do you like to read,0.0476190485060215,6af9802c,0.0,180419_AMT_lengthLimitedGPU_0,0,-25.89906334877014,-28.891289710998535,-24.217594981193542,-22.994021892547607,-22.994021892547607,-27.768789172893918,-22.653093066066504,-24.11164039373398,-28.024551337434776,-35.586222514679115,-31.492167,9,-2.517010340674056,-3.085421019210435,-3.2101433012220593,-2.8776737054189048,-2.679071154859331,-3.113839037492753,-3.954024723853235,-3.4991296666666667,-2.6908438867992825,-2.5548913213941784,-2.5548913213941784,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
18,1,,,none,none,none,none,,,none,180419_AMT_lengthLimitedGPU,,0,none,,,-1,none,0,each nonfiction book has a call number on its spine,none,,none,,180419_AMT_lengthLimitedGPU_1,1,-35.031758069992065,-35.59371495246887,-25.94608199596405,-25.893792390823364,-25.893792390823364,-33.57139774560327,-26.139512836933136,-33.33151364326477,-28.509332954946437,-29.1820666718594,-30.867372999999997,10,-2.6139512836933134,-3.357139774560327,-3.559371495246887,-3.5031758069992067,-3.333151364326477,-2.850933295494644,-2.91820666718594,-3.0867373,-2.594608199596405,-2.5893792390823362,-2.5893792390823362,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,1_0,0
19,1,0.019230769947171208,519.0,cafe,none,each nonfiction book has a call number on its spine,each nonvictient bokhasa call never on its spine,0.1764705926179886,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,10.0,0.0,0,0,9c5b93032ff54ea7aa4f2b30a87eb5f6,each non fiction book has a call number on its spine,each nonvictient bokhasa call never on its spine,0.1923076957464218,9c5b9303,2.0,180419_AMT_lengthLimitedGPU_1,1,-34.99434971809387,-38.10150456428528,-27.260967016220093,-27.082033395767212,-27.082033395767212,-36.60928764651652,-34.40319377183914,-38.4953590631485,-31.56953269345092,-35.638843932599144,-36.190673,11,-3.1275630701671946,-3.3281170587742293,-3.4637731422077525,-3.181304519826716,-3.4995780966498633,-2.8699575175864473,-3.2398949029635586,-3.2900611818181815,-2.4782697287472812,-2.4620030359788374,-2.4620030359788374,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,1_0,0
