chain,flag_type,reason,stimulus_id,subject_id,upstream_pointer,user
0,self,Speech stops or starts abruptly / speech sounds cut off,4,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,5,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Speech stops or starts abruptly / speech sounds cut off,6,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,7,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,8,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,10,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,12,74afcbdee77241778bec3c75c48db3c4,3,74afcbdee77241778bec3c75c48db3c4
0,self,Speech stops or starts abruptly / speech sounds cut off,13,74afcbdee77241778bec3c75c48db3c4,2,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,14,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,15,74afcbdee77241778bec3c75c48db3c4,2,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,17,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,19,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,20,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,21,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,22,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,24,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,25,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,26,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,27,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,28,74afcbdee77241778bec3c75c48db3c4,2,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,29,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,30,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,31,74afcbdee77241778bec3c75c48db3c4,2,74afcbdee77241778bec3c75c48db3c4
0,self,Speech stops or starts abruptly / speech sounds cut off,32,74afcbdee77241778bec3c75c48db3c4,0,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,33,74afcbdee77241778bec3c75c48db3c4,2,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,36,74afcbdee77241778bec3c75c48db3c4,2,74afcbdee77241778bec3c75c48db3c4
0,self,Contains speech errors,37,74afcbdee77241778bec3c75c48db3c4,1,74afcbdee77241778bec3c75c48db3c4
-1,self,Speech stops or starts abruptly / speech sounds cut off,40,74afcbdee77241778bec3c75c48db3c4,-1,74afcbdee77241778bec3c75c48db3c4
-1,self,Speech stops or starts abruptly / speech sounds cut off,46,74afcbdee77241778bec3c75c48db3c4,-1,74afcbdee77241778bec3c75c48db3c4
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,25,79898d5889764da58052ff63b6d18806,7,79898d5889764da58052ff63b6d18806
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,29,79898d5889764da58052ff63b6d18806,12,79898d5889764da58052ff63b6d18806
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,23,79898d5889764da58052ff63b6d18806,13,79898d5889764da58052ff63b6d18806
0,stimulus,Contains speech errors,33,f10793460a41442eaf56f7ded13b9924,21,f10793460a41442eaf56f7ded13b9924
0,stimulus,Other: I screwed up my recording,10,f10793460a41442eaf56f7ded13b9924,7,f10793460a41442eaf56f7ded13b9924
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,25,f10793460a41442eaf56f7ded13b9924,10,f10793460a41442eaf56f7ded13b9924
0,stimulus,Other: Can't understand at all,22,f10793460a41442eaf56f7ded13b9924,11,f10793460a41442eaf56f7ded13b9924
0,self,Other: Could not understand or hear anything,32,f10793460a41442eaf56f7ded13b9924,15,f10793460a41442eaf56f7ded13b9924
0,self,Contains speech errors,8,aec6a83b7a6f4297a2a5d2c6ac47be85,20,aec6a83b7a6f4297a2a5d2c6ac47be85
0,self,Other: Couldn't understand file at all.,28,aec6a83b7a6f4297a2a5d2c6ac47be85,9,aec6a83b7a6f4297a2a5d2c6ac47be85
0,self,Contains speech errors,37,aec6a83b7a6f4297a2a5d2c6ac47be85,20,aec6a83b7a6f4297a2a5d2c6ac47be85
1,self,Other: Could not hear what was said.,19,67497f6ffb7e47d795ea7b655ccdd0ca,0,67497f6ffb7e47d795ea7b655ccdd0ca
0,self,"Other: Missed what was said entirely
",18,67497f6ffb7e47d795ea7b655ccdd0ca,10,67497f6ffb7e47d795ea7b655ccdd0ca
0,self,Speech stops or starts abruptly / speech sounds cut off,20,67497f6ffb7e47d795ea7b655ccdd0ca,4,67497f6ffb7e47d795ea7b655ccdd0ca
0,self,Contains speech errors,16,67497f6ffb7e47d795ea7b655ccdd0ca,8,67497f6ffb7e47d795ea7b655ccdd0ca
0,stimulus,Other: COuld not make out what was said,18,a49f34124c8b4a6ab2bd066736760788,15,a49f34124c8b4a6ab2bd066736760788
0,stimulus,Contains speech errors,5,a49f34124c8b4a6ab2bd066736760788,11,a49f34124c8b4a6ab2bd066736760788
-1,self,Other: Did not make out what I was supposed to say but I can record,48,a49f34124c8b4a6ab2bd066736760788,-1,a49f34124c8b4a6ab2bd066736760788
0,stimulus,Other: Could not make any sense of the recording,20,a49f34124c8b4a6ab2bd066736760788,6,a49f34124c8b4a6ab2bd066736760788
0,stimulus,Contains speech errors,0,5f79d04e2f934f27ac5a37fefa1b8f11,4,5f79d04e2f934f27ac5a37fefa1b8f11
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,12,5f79d04e2f934f27ac5a37fefa1b8f11,9,5f79d04e2f934f27ac5a37fefa1b8f11
0,self,"Other: too long again but it was gibberish
i couldn't understand what the person said",33,f1f031c96dc64732afb95fe3643f804f,31,f1f031c96dc64732afb95fe3643f804f
0,self,Speech stops or starts abruptly / speech sounds cut off,3,f1f031c96dc64732afb95fe3643f804f,26,f1f031c96dc64732afb95fe3643f804f
0,self,Contains speech errors,37,f1f031c96dc64732afb95fe3643f804f,23,f1f031c96dc64732afb95fe3643f804f
0,self,Other: couldn't make out the speaker,31,f1f031c96dc64732afb95fe3643f804f,28,f1f031c96dc64732afb95fe3643f804f
-1,self,"Other: I was told recording is too long try again
start recording is grayed out
i hear h=nothing whe i lay but i cant record again",44,f1f031c96dc64732afb95fe3643f804f,-1,f1f031c96dc64732afb95fe3643f804f
0,self,Speech stops or starts abruptly / speech sounds cut off,15,821252d8660547b98b13f0103b19af8a,7,821252d8660547b98b13f0103b19af8a
0,self,Other: missed,28,821252d8660547b98b13f0103b19af8a,9,821252d8660547b98b13f0103b19af8a
0,self,Speech stops or starts abruptly / speech sounds cut off,29,821252d8660547b98b13f0103b19af8a,18,821252d8660547b98b13f0103b19af8a
0,self,Speech stops or starts abruptly / speech sounds cut off,17,821252d8660547b98b13f0103b19af8a,14,821252d8660547b98b13f0103b19af8a
-1,self,"Other: You can probably understand it, but it has inexplicable pops, and I assume everything I record on this will.",47,73043e9f63be49f2ade780201c1e5665,-1,73043e9f63be49f2ade780201c1e5665
0,self,Contains speech errors,20,d14ebf1fffae49d8b76323eb6c393120,4,d14ebf1fffae49d8b76323eb6c393120
-1,self,Contains speech errors,48,d14ebf1fffae49d8b76323eb6c393120,-1,d14ebf1fffae49d8b76323eb6c393120
0,self,Other: unclear,32,2fc105ee7979442fa91d0b895a909b4c,12,2fc105ee7979442fa91d0b895a909b4c
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,24,c2bbae951ae84dc48207b1935389d8de,22,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,10,c2bbae951ae84dc48207b1935389d8de,10,c2bbae951ae84dc48207b1935389d8de
0,self,Contains speech errors,27,c2bbae951ae84dc48207b1935389d8de,21,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,20,c2bbae951ae84dc48207b1935389d8de,10,c2bbae951ae84dc48207b1935389d8de
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,22,c2bbae951ae84dc48207b1935389d8de,2,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,25,c2bbae951ae84dc48207b1935389d8de,13,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,28,c2bbae951ae84dc48207b1935389d8de,7,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,37,c2bbae951ae84dc48207b1935389d8de,21,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,1,c2bbae951ae84dc48207b1935389d8de,23,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Contains speech errors,4,c2bbae951ae84dc48207b1935389d8de,20,c2bbae951ae84dc48207b1935389d8de
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,9,c2bbae951ae84dc48207b1935389d8de,18,c2bbae951ae84dc48207b1935389d8de
-1,self,Other: my kid came in the room and yelled in the beginning,48,52e93a1250ea44cc8aed5661f9885ae9,-1,52e93a1250ea44cc8aed5661f9885ae9
0,self,Other: Couldn't guess,20,e4d333ad2de54f93b023b7de0a005bb6,6,e4d333ad2de54f93b023b7de0a005bb6
0,self,Other: too much back ground noise,13,fb8a465739514cae8639bd3a1468d6c6,20,fb8a465739514cae8639bd3a1468d6c6
0,stimulus,Other: very low speech with background noise drowning it out,2,fb8a465739514cae8639bd3a1468d6c6,20,fb8a465739514cae8639bd3a1468d6c6
0,self,Speech stops or starts abruptly / speech sounds cut off,28,fb8a465739514cae8639bd3a1468d6c6,12,fb8a465739514cae8639bd3a1468d6c6
-1,self,Other: spoke to fast,40,fb8a465739514cae8639bd3a1468d6c6,-1,fb8a465739514cae8639bd3a1468d6c6
-1,self,"Other: Mic was accidentally off, and system would not let rerecord",49,d76d807f8b3a4dcfa89732dffe800874,-1,d76d807f8b3a4dcfa89732dffe800874
-1,stimulus,Speech stops or starts abruptly / speech sounds cut off,46,7a059b608ca84c37b2fc89b7fa2450c6,-1,7a059b608ca84c37b2fc89b7fa2450c6
-1,self,Speech stops or starts abruptly / speech sounds cut off,40,7a059b608ca84c37b2fc89b7fa2450c6,-1,7a059b608ca84c37b2fc89b7fa2450c6
-1,self,Contains speech errors,50,8921af1b300049c0bdfd7ab9600bb87a,-1,8921af1b300049c0bdfd7ab9600bb87a
0,self,Other: could not catch it,7,8921af1b300049c0bdfd7ab9600bb87a,9,8921af1b300049c0bdfd7ab9600bb87a
0,stimulus,Other: I can only hear the background noise there is no speech,9,6689dc16b1244e1c84767b3f9160fc7f,1,6689dc16b1244e1c84767b3f9160fc7f
-1,self,Other: Couldn't hear voice over noise,50,df6639951d5e4699b68e15ea2c4e7179,-1,df6639951d5e4699b68e15ea2c4e7179
1,stimulus,Contains speech errors,20,a909f87b46d046b7be2248dd079de8b0,0,a909f87b46d046b7be2248dd079de8b0
0,self,Other: garbled last word,12,0a48fab0eb464425925af90a3af13f56,21,0a48fab0eb464425925af90a3af13f56
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,25,5b256375d5dd4c3ea71dae5e8b869f66,3,5b256375d5dd4c3ea71dae5e8b869f66
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,39,55a4eb8c5a6448eda8211f5c152d3eb2,18,55a4eb8c5a6448eda8211f5c152d3eb2
0,stimulus,Other: Cannot understand over background noise. ,27,55a4eb8c5a6448eda8211f5c152d3eb2,12,55a4eb8c5a6448eda8211f5c152d3eb2
0,stimulus,"Other: Can't hear it to well, to much background. ",28,55a4eb8c5a6448eda8211f5c152d3eb2,10,55a4eb8c5a6448eda8211f5c152d3eb2
-1,self,Speech stops or starts abruptly / speech sounds cut off,40,55a4eb8c5a6448eda8211f5c152d3eb2,-1,55a4eb8c5a6448eda8211f5c152d3eb2
0,self,Other: Could not understand any words said,37,430102e627cc4784aa292c00f47bc3e2,21,430102e627cc4784aa292c00f47bc3e2
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,27,9a1a22b490464c5691cf29bb8e8f038f,1,9a1a22b490464c5691cf29bb8e8f038f
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,14,9a1a22b490464c5691cf29bb8e8f038f,0,9a1a22b490464c5691cf29bb8e8f038f
-1,self,Other: Static,50,d650d794d3ee4e4fa322732a97975f95,-1,d650d794d3ee4e4fa322732a97975f95
0,self,Contains speech errors,29,08110d966cb641a6b39aae198a743ac9,21,08110d966cb641a6b39aae198a743ac9
0,stimulus,Contains speech errors,10,6c1251afba63431e8e8c71ce31c152de,9,6c1251afba63431e8e8c71ce31c152de
0,stimulus,Other: very low speech compared to background noise,38,6c1251afba63431e8e8c71ce31c152de,26,6c1251afba63431e8e8c71ce31c152de
0,stimulus,Contains speech errors,22,6c1251afba63431e8e8c71ce31c152de,19,6c1251afba63431e8e8c71ce31c152de
-1,self,Contains speech errors,42,6c1251afba63431e8e8c71ce31c152de,-1,6c1251afba63431e8e8c71ce31c152de
-1,self,Contains speech errors,40,6c1251afba63431e8e8c71ce31c152de,-1,6c1251afba63431e8e8c71ce31c152de
0,stimulus,Other: background noise,0,6c1251afba63431e8e8c71ce31c152de,17,6c1251afba63431e8e8c71ce31c152de
0,stimulus,Contains speech errors,25,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Contains speech errors,12,fed1958860214d92b75ea9d7a2c6fcbf,2,fed1958860214d92b75ea9d7a2c6fcbf
0,self,Speech stops or starts abruptly / speech sounds cut off,15,fed1958860214d92b75ea9d7a2c6fcbf,2,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,16,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,19,fed1958860214d92b75ea9d7a2c6fcbf,0,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,30,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
0,self,Speech stops or starts abruptly / speech sounds cut off,29,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,34,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,1,fed1958860214d92b75ea9d7a2c6fcbf,2,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Contains speech errors,3,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,4,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Contains speech errors,7,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,6,fed1958860214d92b75ea9d7a2c6fcbf,0,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,20,fed1958860214d92b75ea9d7a2c6fcbf,1,fed1958860214d92b75ea9d7a2c6fcbf
-1,self,Contains speech errors,50,fed1958860214d92b75ea9d7a2c6fcbf,-1,fed1958860214d92b75ea9d7a2c6fcbf
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,32,0898fb71e8ce4b5f97780312c2679f30,15,0898fb71e8ce4b5f97780312c2679f30
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,31,0898fb71e8ce4b5f97780312c2679f30,21,0898fb71e8ce4b5f97780312c2679f30
0,stimulus,Contains speech errors,36,0898fb71e8ce4b5f97780312c2679f30,12,0898fb71e8ce4b5f97780312c2679f30
0,stimulus,Other: incoherent. ,1,0898fb71e8ce4b5f97780312c2679f30,13,0898fb71e8ce4b5f97780312c2679f30
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,7,0898fb71e8ce4b5f97780312c2679f30,14,0898fb71e8ce4b5f97780312c2679f30
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,6,0898fb71e8ce4b5f97780312c2679f30,5,0898fb71e8ce4b5f97780312c2679f30
0,self,Other: I could not hear or understand any speech in the recording,22,c73f2701212344a89eab5bc39042c2e6,2,c73f2701212344a89eab5bc39042c2e6
0,self,Other: Didn't understand anything the person was saying,10,dc02e8bc38234eed94e4e0cfbe083801,5,dc02e8bc38234eed94e4e0cfbe083801
0,self,Other: Didn't understand anything the person said,20,dc02e8bc38234eed94e4e0cfbe083801,4,dc02e8bc38234eed94e4e0cfbe083801
0,self,Other: Didn't understand anything the person said,25,dc02e8bc38234eed94e4e0cfbe083801,7,dc02e8bc38234eed94e4e0cfbe083801
0,self,Other: Didn't understand anything in the audio,28,dc02e8bc38234eed94e4e0cfbe083801,7,dc02e8bc38234eed94e4e0cfbe083801
0,self,Speech stops or starts abruptly / speech sounds cut off,34,dc02e8bc38234eed94e4e0cfbe083801,6,dc02e8bc38234eed94e4e0cfbe083801
0,self,"Other: couldn't understand other person completely, stopped talking when I couldn't figure out what else to say",3,dc02e8bc38234eed94e4e0cfbe083801,6,dc02e8bc38234eed94e4e0cfbe083801
0,self,Other: Didn't understand anything in the previous audio,9,dc02e8bc38234eed94e4e0cfbe083801,6,dc02e8bc38234eed94e4e0cfbe083801
0,self,Other: heard or understood nothing,9,3418530188874362906071bff7b82f88,1,3418530188874362906071bff7b82f88
0,self,Other: made a mistake,32,3418530188874362906071bff7b82f88,0,3418530188874362906071bff7b82f88
0,self,"Other: misclicked no, should have been yes, need to make it so you can change your answer",5,3418530188874362906071bff7b82f88,0,3418530188874362906071bff7b82f88
0,self,Other: heard or understood nothing,21,3418530188874362906071bff7b82f88,1,3418530188874362906071bff7b82f88
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,24,69015a59a381422e9d3e2d1998583096,14,69015a59a381422e9d3e2d1998583096
0,stimulus,Other: too fast,10,69015a59a381422e9d3e2d1998583096,3,69015a59a381422e9d3e2d1998583096
0,stimulus,Other: spoke to low,13,69015a59a381422e9d3e2d1998583096,10,69015a59a381422e9d3e2d1998583096
0,stimulus,Other: spoke to low and fast,27,69015a59a381422e9d3e2d1998583096,11,69015a59a381422e9d3e2d1998583096
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,20,69015a59a381422e9d3e2d1998583096,1,69015a59a381422e9d3e2d1998583096
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,21,69015a59a381422e9d3e2d1998583096,16,69015a59a381422e9d3e2d1998583096
0,stimulus,Other: too low,32,69015a59a381422e9d3e2d1998583096,14,69015a59a381422e9d3e2d1998583096
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,31,69015a59a381422e9d3e2d1998583096,18,69015a59a381422e9d3e2d1998583096
0,stimulus,Other: spoke way to low,29,69015a59a381422e9d3e2d1998583096,11,69015a59a381422e9d3e2d1998583096
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,36,69015a59a381422e9d3e2d1998583096,9,69015a59a381422e9d3e2d1998583096
0,stimulus,Other: spoke to low,0,69015a59a381422e9d3e2d1998583096,9,69015a59a381422e9d3e2d1998583096
0,stimulus,Other: spoke to low to hear it,3,69015a59a381422e9d3e2d1998583096,11,69015a59a381422e9d3e2d1998583096
